Part,Source Plate Name,Source Well,Destination ID,Destination Plate Name,Destination Well,Volume
"['Pr_000820', 'REV', 'Primer', Decimal('100.00'), Decimal('30.00'), 5, 847, 0.02, 'pSCIP_guideBaits', 'C13']",pSCIP_guideBaits,C13,0,PCR_0000043,E1,20
"['Pr_000975', 'FWD', 'Primer', Decimal('100.00'), Decimal('55.00'), 160, 1045, 0.04, 'pSCIP_guideBaits', 'P21']",pSCIP_guideBaits,P21,0,PCR_0000043,E1,40
"['Pd_000369', '', 'Plasmid', Decimal('1.00'), Decimal('30.00'), 1, 20, 0.8, 'E_pSCIP_coloniesinwater_384PP', 'A6']",E_pSCIP_coloniesinwater_384PP,A6,0,PCR_0000043,F1,800
"['Pr_000883', 'REV', 'Primer', Decimal('200.00'), Decimal('30.00'), 5, 847, 0.02, 'pSCIP_guideBaits', 'F4']",pSCIP_guideBaits,F4,0,PCR_0000043,F1,20
"['Pr_000805', 'REV', 'Primer', Decimal('100.00'), Decimal('30.00'), 5, 847, 0.02, 'pSCIP_guideBaits', 'B22']",pSCIP_guideBaits,B22,0,PCR_0000043,F1,20
"['Pr_000975', 'FWD', 'Primer', Decimal('100.00'), Decimal('55.00'), 160, 1044, 0.04, 'pSCIP_guideBaits', 'P21']",pSCIP_guideBaits,P21,0,PCR_0000043,F1,40
"['Pd_000250', '', 'Plasmid', Decimal('1.00'), Decimal('30.00'), 1, 20, 0.8, 'E_pSCIP_coloniesinwater_384PP', 'A7']",E_pSCIP_coloniesinwater_384PP,A7,0,PCR_0000043,G1,800
"['Pr_000898', 'REV', 'Primer', Decimal('100.00'), Decimal('30.00'), 5, 846, 0.02, 'pSCIP_guideBaits', 'F19']",pSCIP_guideBaits,F19,0,PCR_0000043,G1,20
"['Pr_000820', 'REV', 'Primer', Decimal('100.00'), Decimal('30.00'), 5, 846, 0.02, 'pSCIP_guideBaits', 'C13']",pSCIP_guideBaits,C13,0,PCR_0000043,G1,20
"['Pr_000975', 'FWD', 'Primer', Decimal('100.00'), Decimal('55.00'), 160, 1043, 0.04, 'pSCIP_guideBaits', 'P21']",pSCIP_guideBaits,P21,0,PCR_0000043,G1,40
"['Pd_000370', '', 'Plasmid', Decimal('1.00'), Decimal('30.00'), 1, 20, 0.8, 'E_pSCIP_coloniesinwater_384PP', 'A8']",E_pSCIP_coloniesinwater_384PP,A8,0,PCR_0000043,H1,800
"['Pr_000883', 'REV', 'Primer', Decimal('200.00'), Decimal('30.00'), 5, 846, 0.02, 'pSCIP_guideBaits', 'F4']",pSCIP_guideBaits,F4,0,PCR_0000043,H1,20
"['Pr_000805', 'REV', 'Primer', Decimal('100.00'), Decimal('30.00'), 5, 846, 0.02, 'pSCIP_guideBaits', 'B22']",pSCIP_guideBaits,B22,0,PCR_0000043,H1,20
"['Pr_000975', 'FWD', 'Primer', Decimal('100.00'), Decimal('55.00'), 160, 1042, 0.04, 'pSCIP_guideBaits', 'P21']",pSCIP_guideBaits,P21,0,PCR_0000043,H1,40
"['Pd_000252', '', 'Plasmid', Decimal('1.00'), Decimal('30.00'), 1, 20, 0.8, 'E_pSCIP_coloniesinwater_384PP', 'A9']",E_pSCIP_coloniesinwater_384PP,A9,0,PCR_0000043,A2,800
"['Pr_000899', 'REV', 'Primer', Decimal('100.00'), Decimal('30.00'), 4, 849, 0.02, 'pSCIP_guideBaits', 'F20']",pSCIP_guideBaits,F20,0,PCR_0000043,A2,20
"['Pr_000821', 'REV', 'Primer', Decimal('100.00'), Decimal('30.00'), 4, 849, 0.02, 'pSCIP_guideBaits', 'C14']",pSCIP_guideBaits,C14,0,PCR_0000043,A2,20
"['Pr_000975', 'FWD', 'Primer', Decimal('100.00'), Decimal('55.00'), 160, 1041, 0.04, 'pSCIP_guideBaits', 'P21']",pSCIP_guideBaits,P21,0,PCR_0000043,A2,40
"['Pd_000372', '', 'Plasmid', Decimal('1.00'), Decimal('30.00'), 1, 20, 0.8, 'E_pSCIP_coloniesinwater_384PP', 'A10']",E_pSCIP_coloniesinwater_384PP,A10,0,PCR_0000043,B2,800
"['Pr_000884', 'REV', 'Primer', Decimal('200.00'), Decimal('30.00'), 4, 849, 0.02, 'pSCIP_guideBaits', 'F5']",pSCIP_guideBaits,F5,0,PCR_0000043,B2,20
"['Pr_000806', 'REV', 'Primer', Decimal('100.00'), Decimal('30.00'), 4, 849, 0.02, 'pSCIP_guideBaits', 'B23']",pSCIP_guideBaits,B23,0,PCR_0000043,B2,20
"['Pr_000975', 'FWD', 'Primer', Decimal('100.00'), Decimal('55.00'), 160, 1040, 0.04, 'pSCIP_guideBaits', 'P21']",pSCIP_guideBaits,P21,0,PCR_0000043,B2,40
"['Pd_000253', '', 'Plasmid', Decimal('1.00'), Decimal('30.00'), 1, 20, 0.8, 'E_pSCIP_coloniesinwater_384PP', 'A11']",E_pSCIP_coloniesinwater_384PP,A11,0,PCR_0000043,C2,800
"['Pr_000899', 'REV', 'Primer', Decimal('100.00'), Decimal('30.00'), 4, 848, 0.02, 'pSCIP_guideBaits', 'F20']",pSCIP_guideBaits,F20,0,PCR_0000043,C2,20
"['Pr_000821', 'REV', 'Primer', Decimal('100.00'), Decimal('30.00'), 4, 848, 0.02, 'pSCIP_guideBaits', 'C14']",pSCIP_guideBaits,C14,0,PCR_0000043,C2,20
"['Pr_000975', 'FWD', 'Primer', Decimal('100.00'), Decimal('55.00'), 160, 1039, 0.04, 'pSCIP_guideBaits', 'P21']",pSCIP_guideBaits,P21,0,PCR_0000043,C2,40
"['Pd_000373', '', 'Plasmid', Decimal('1.00'), Decimal('30.00'), 1, 20, 0.8, 'E_pSCIP_coloniesinwater_384PP', 'A12']",E_pSCIP_coloniesinwater_384PP,A12,0,PCR_0000043,D2,800
"['Pr_000884', 'REV', 'Primer', Decimal('200.00'), Decimal('30.00'), 4, 848, 0.02, 'pSCIP_guideBaits', 'F5']",pSCIP_guideBaits,F5,0,PCR_0000043,D2,20
"['Pr_000806', 'REV', 'Primer', Decimal('100.00'), Decimal('30.00'), 4, 848, 0.02, 'pSCIP_guideBaits', 'B23']",pSCIP_guideBaits,B23,0,PCR_0000043,D2,20
"['Pr_000975', 'FWD', 'Primer', Decimal('100.00'), Decimal('55.00'), 160, 1038, 0.04, 'pSCIP_guideBaits', 'P21']",pSCIP_guideBaits,P21,0,PCR_0000043,D2,40
"['Pd_000254', '', 'Plasmid', Decimal('1.00'), Decimal('30.00'), 1, 20, 0.8, 'E_pSCIP_coloniesinwater_384PP', 'A13']",E_pSCIP_coloniesinwater_384PP,A13,0,PCR_0000043,E2,800
"['Pr_000899', 'REV', 'Primer', Decimal('100.00'), Decimal('30.00'), 4, 847, 0.02, 'pSCIP_guideBaits', 'F20']",pSCIP_guideBaits,F20,0,PCR_0000043,E2,20
"['Pr_000821', 'REV', 'Primer', Decimal('100.00'), Decimal('30.00'), 4, 847, 0.02, 'pSCIP_guideBaits', 'C14']",pSCIP_guideBaits,C14,0,PCR_0000043,E2,20
"['Pr_000975', 'FWD', 'Primer', Decimal('100.00'), Decimal('55.00'), 160, 1037, 0.04, 'pSCIP_guideBaits', 'P21']",pSCIP_guideBaits,P21,0,PCR_0000043,E2,40
"['Pd_000374', '', 'Plasmid', Decimal('1.00'), Decimal('30.00'), 1, 20, 0.8, 'E_pSCIP_coloniesinwater_384PP', 'A14']",E_pSCIP_coloniesinwater_384PP,A14,0,PCR_0000043,F2,800
"['Pr_000884', 'REV', 'Primer', Decimal('200.00'), Decimal('30.00'), 4, 847, 0.02, 'pSCIP_guideBaits', 'F5']",pSCIP_guideBaits,F5,0,PCR_0000043,F2,20
"['Pr_000806', 'REV', 'Primer', Decimal('100.00'), Decimal('30.00'), 4, 847, 0.02, 'pSCIP_guideBaits', 'B23']",pSCIP_guideBaits,B23,0,PCR_0000043,F2,20
"['Pr_000975', 'FWD', 'Primer', Decimal('100.00'), Decimal('55.00'), 160, 1036, 0.04, 'pSCIP_guideBaits', 'P21']",pSCIP_guideBaits,P21,0,PCR_0000043,F2,40
"['Pd_000255', '', 'Plasmid', Decimal('1.00'), Decimal('30.00'), 1, 20, 0.8, 'E_pSCIP_coloniesinwater_384PP', 'A15']",E_pSCIP_coloniesinwater_384PP,A15,0,PCR_0000043,G2,800
"['Pr_000899', 'REV', 'Primer', Decimal('100.00'), Decimal('30.00'), 4, 846, 0.02, 'pSCIP_guideBaits', 'F20']",pSCIP_guideBaits,F20,0,PCR_0000043,G2,20
"['Pr_000821', 'REV', 'Primer', Decimal('100.00'), Decimal('30.00'), 4, 846, 0.02, 'pSCIP_guideBaits', 'C14']",pSCIP_guideBaits,C14,0,PCR_0000043,G2,20
"['Pr_000975', 'FWD', 'Primer', Decimal('100.00'), Decimal('55.00'), 160, 1035, 0.04, 'pSCIP_guideBaits', 'P21']",pSCIP_guideBaits,P21,0,PCR_0000043,G2,40
"['Pd_000375', '', 'Plasmid', Decimal('1.00'), Decimal('30.00'), 1, 20, 0.8, 'E_pSCIP_coloniesinwater_384PP', 'A16']",E_pSCIP_coloniesinwater_384PP,A16,0,PCR_0000043,H2,800
"['Pr_000884', 'REV', 'Primer', Decimal('200.00'), Decimal('30.00'), 4, 846, 0.02, 'pSCIP_guideBaits', 'F5']",pSCIP_guideBaits,F5,0,PCR_0000043,H2,20
"['Pr_000806', 'REV', 'Primer', Decimal('100.00'), Decimal('30.00'), 4, 846, 0.02, 'pSCIP_guideBaits', 'B23']",pSCIP_guideBaits,B23,0,PCR_0000043,H2,20
"['Pr_000975', 'FWD', 'Primer', Decimal('100.00'), Decimal('55.00'), 160, 1034, 0.04, 'pSCIP_guideBaits', 'P21']",pSCIP_guideBaits,P21,0,PCR_0000043,H2,40
"['Pd_000257', '', 'Plasmid', Decimal('1.00'), Decimal('30.00'), 1, 20, 0.8, 'E_pSCIP_coloniesinwater_384PP', 'A17']",E_pSCIP_coloniesinwater_384PP,A17,0,PCR_0000043,A3,800
"['Pr_000900', 'REV', 'Primer', Decimal('100.00'), Decimal('30.00'), 4, 849, 0.02, 'pSCIP_guideBaits', 'F21']",pSCIP_guideBaits,F21,0,PCR_0000043,A3,20
"['Pr_000822', 'REV', 'Primer', Decimal('100.00'), Decimal('30.00'), 4, 849, 0.02, 'pSCIP_guideBaits', 'C15']",pSCIP_guideBaits,C15,0,PCR_0000043,A3,20
"['Pr_000975', 'FWD', 'Primer', Decimal('100.00'), Decimal('55.00'), 160, 1033, 0.04, 'pSCIP_guideBaits', 'P21']",pSCIP_guideBaits,P21,0,PCR_0000043,A3,40
"['Pd_000377', '', 'Plasmid', Decimal('1.00'), Decimal('30.00'), 1, 20, 0.8, 'E_pSCIP_coloniesinwater_384PP', 'A18']",E_pSCIP_coloniesinwater_384PP,A18,0,PCR_0000043,B3,800
"['Pr_000885', 'REV', 'Primer', Decimal('200.00'), Decimal('30.00'), 4, 849, 0.02, 'pSCIP_guideBaits', 'F6']",pSCIP_guideBaits,F6,0,PCR_0000043,B3,20
"['Pr_000807', 'REV', 'Primer', Decimal('100.00'), Decimal('30.00'), 4, 849, 0.02, 'pSCIP_guideBaits', 'B24']",pSCIP_guideBaits,B24,0,PCR_0000043,B3,20
"['Pr_000975', 'FWD', 'Primer', Decimal('100.00'), Decimal('55.00'), 160, 1032, 0.04, 'pSCIP_guideBaits', 'P21']",pSCIP_guideBaits,P21,0,PCR_0000043,B3,40
"['Pd_000258', '', 'Plasmid', Decimal('1.00'), Decimal('30.00'), 1, 20, 0.8, 'E_pSCIP_coloniesinwater_384PP', 'A19']",E_pSCIP_coloniesinwater_384PP,A19,0,PCR_0000043,C3,800
"['Pr_000900', 'REV', 'Primer', Decimal('100.00'), Decimal('30.00'), 4, 848, 0.02, 'pSCIP_guideBaits', 'F21']",pSCIP_guideBaits,F21,0,PCR_0000043,C3,20
"['Pr_000822', 'REV', 'Primer', Decimal('100.00'), Decimal('30.00'), 4, 848, 0.02, 'pSCIP_guideBaits', 'C15']",pSCIP_guideBaits,C15,0,PCR_0000043,C3,20
"['Pr_000975', 'FWD', 'Primer', Decimal('100.00'), Decimal('55.00'), 160, 1031, 0.04, 'pSCIP_guideBaits', 'P21']",pSCIP_guideBaits,P21,0,PCR_0000043,C3,40
"['Pd_000378', '', 'Plasmid', Decimal('1.00'), Decimal('30.00'), 1, 20, 0.8, 'E_pSCIP_coloniesinwater_384PP', 'A20']",E_pSCIP_coloniesinwater_384PP,A20,0,PCR_0000043,D3,800
"['Pr_000885', 'REV', 'Primer', Decimal('200.00'), Decimal('30.00'), 4, 848, 0.02, 'pSCIP_guideBaits', 'F6']",pSCIP_guideBaits,F6,0,PCR_0000043,D3,20
"['Pr_000807', 'REV', 'Primer', Decimal('100.00'), Decimal('30.00'), 4, 848, 0.02, 'pSCIP_guideBaits', 'B24']",pSCIP_guideBaits,B24,0,PCR_0000043,D3,20
"['Pr_000975', 'FWD', 'Primer', Decimal('100.00'), Decimal('55.00'), 160, 1030, 0.04, 'pSCIP_guideBaits', 'P21']",pSCIP_guideBaits,P21,0,PCR_0000043,D3,40
"['Pd_000259', '', 'Plasmid', Decimal('1.00'), Decimal('30.00'), 1, 20, 0.8, 'E_pSCIP_coloniesinwater_384PP', 'A21']",E_pSCIP_coloniesinwater_384PP,A21,0,PCR_0000043,E3,800
"['Pr_000900', 'REV', 'Primer', Decimal('100.00'), Decimal('30.00'), 4, 847, 0.02, 'pSCIP_guideBaits', 'F21']",pSCIP_guideBaits,F21,0,PCR_0000043,E3,20
"['Pr_000822', 'REV', 'Primer', Decimal('100.00'), Decimal('30.00'), 4, 847, 0.02, 'pSCIP_guideBaits', 'C15']",pSCIP_guideBaits,C15,0,PCR_0000043,E3,20
"['Pr_000975', 'FWD', 'Primer', Decimal('100.00'), Decimal('55.00'), 160, 1029, 0.04, 'pSCIP_guideBaits', 'P21']",pSCIP_guideBaits,P21,0,PCR_0000043,E3,40
"['Pd_000379', '', 'Plasmid', Decimal('1.00'), Decimal('30.00'), 1, 20, 0.8, 'E_pSCIP_coloniesinwater_384PP', 'A22']",E_pSCIP_coloniesinwater_384PP,A22,0,PCR_0000043,F3,800
"['Pr_000885', 'REV', 'Primer', Decimal('200.00'), Decimal('30.00'), 4, 847, 0.02, 'pSCIP_guideBaits', 'F6']",pSCIP_guideBaits,F6,0,PCR_0000043,F3,20
"['Pr_000807', 'REV', 'Primer', Decimal('100.00'), Decimal('30.00'), 4, 847, 0.02, 'pSCIP_guideBaits', 'B24']",pSCIP_guideBaits,B24,0,PCR_0000043,F3,20
"['Pr_000975', 'FWD', 'Primer', Decimal('100.00'), Decimal('55.00'), 160, 1028, 0.04, 'pSCIP_guideBaits', 'P21']",pSCIP_guideBaits,P21,0,PCR_0000043,F3,40
"['Pd_000260', '', 'Plasmid', Decimal('1.00'), Decimal('30.00'), 1, 20, 0.8, 'E_pSCIP_coloniesinwater_384PP', 'A23']",E_pSCIP_coloniesinwater_384PP,A23,0,PCR_0000043,G3,800
"['Pr_000900', 'REV', 'Primer', Decimal('100.00'), Decimal('30.00'), 4, 846, 0.02, 'pSCIP_guideBaits', 'F21']",pSCIP_guideBaits,F21,0,PCR_0000043,G3,20
"['Pr_000822', 'REV', 'Primer', Decimal('100.00'), Decimal('30.00'), 4, 846, 0.02, 'pSCIP_guideBaits', 'C15']",pSCIP_guideBaits,C15,0,PCR_0000043,G3,20
"['Pr_000975', 'FWD', 'Primer', Decimal('100.00'), Decimal('55.00'), 160, 1027, 0.04, 'pSCIP_guideBaits', 'P21']",pSCIP_guideBaits,P21,0,PCR_0000043,G3,40
"['Pd_000380', '', 'Plasmid', Decimal('1.00'), Decimal('30.00'), 1, 20, 0.8, 'E_pSCIP_coloniesinwater_384PP', 'A24']",E_pSCIP_coloniesinwater_384PP,A24,0,PCR_0000043,H3,800
"['Pr_000885', 'REV', 'Primer', Decimal('200.00'), Decimal('30.00'), 4, 846, 0.02, 'pSCIP_guideBaits', 'F6']",pSCIP_guideBaits,F6,0,PCR_0000043,H3,20
"['Pr_000807', 'REV', 'Primer', Decimal('100.00'), Decimal('30.00'), 4, 846, 0.02, 'pSCIP_guideBaits', 'B24']",pSCIP_guideBaits,B24,0,PCR_0000043,H3,20
"['Pr_000975', 'FWD', 'Primer', Decimal('100.00'), Decimal('55.00'), 160, 1026, 0.04, 'pSCIP_guideBaits', 'P21']",pSCIP_guideBaits,P21,0,PCR_0000043,H3,40
"['Pd_000262', '', 'Plasmid', Decimal('1.00'), Decimal('30.00'), 1, 20, 0.8, 'E_pSCIP_coloniesinwater_384PP', 'C1']",E_pSCIP_coloniesinwater_384PP,C1,0,PCR_0000043,A4,800
"['Pr_000913', 'REV', 'Primer', Decimal('100.00'), Decimal('30.00'), 5, 849, 0.02, 'pSCIP_guideBaits', 'G10']",pSCIP_guideBaits,G10,0,PCR_0000043,A4,20
"['Pr_000835', 'REV', 'Primer', Decimal('100.00'), Decimal('30.00'), 5, 849, 0.02, 'pSCIP_guideBaits', 'D4']",pSCIP_guideBaits,D4,0,PCR_0000043,A4,20
"['Pr_000975', 'FWD', 'Primer', Decimal('100.00'), Decimal('55.00'), 160, 1025, 0.04, 'pSCIP_guideBaits', 'P21']",pSCIP_guideBaits,P21,0,PCR_0000043,A4,40
"['Pd_000382', '', 'Plasmid', Decimal('1.00'), Decimal('30.00'), 1, 20, 0.8, 'E_pSCIP_coloniesinwater_384PP', 'C2']",E_pSCIP_coloniesinwater_384PP,C2,0,PCR_0000043,B4,800
"['Pr_000886', 'REV', 'Primer', Decimal('100.00'), Decimal('30.00'), 4, 849, 0.02, 'pSCIP_guideBaits', 'F7']",pSCIP_guideBaits,F7,0,PCR_0000043,B4,20
"['Pr_000808', 'REV', 'Primer', Decimal('100.00'), Decimal('30.00'), 4, 849, 0.02, 'pSCIP_guideBaits', 'C1']",pSCIP_guideBaits,C1,0,PCR_0000043,B4,20
"['Pr_000975', 'FWD', 'Primer', Decimal('100.00'), Decimal('55.00'), 160, 1024, 0.04, 'pSCIP_guideBaits', 'P21']",pSCIP_guideBaits,P21,0,PCR_0000043,B4,40
"['Pd_000263', '', 'Plasmid', Decimal('1.00'), Decimal('30.00'), 1, 20, 0.8, 'E_pSCIP_coloniesinwater_384PP', 'C3']",E_pSCIP_coloniesinwater_384PP,C3,0,PCR_0000043,C4,800
"['Pr_000913', 'REV', 'Primer', Decimal('100.00'), Decimal('30.00'), 5, 848, 0.02, 'pSCIP_guideBaits', 'G10']",pSCIP_guideBaits,G10,0,PCR_0000043,C4,20
"['Pr_000835', 'REV', 'Primer', Decimal('100.00'), Decimal('30.00'), 5, 848, 0.02, 'pSCIP_guideBaits', 'D4']",pSCIP_guideBaits,D4,0,PCR_0000043,C4,20
"['Pr_000975', 'FWD', 'Primer', Decimal('100.00'), Decimal('55.00'), 160, 1023, 0.04, 'pSCIP_guideBaits', 'P21']",pSCIP_guideBaits,P21,0,PCR_0000043,C4,40
"['Pd_000383', '', 'Plasmid', Decimal('1.00'), Decimal('30.00'), 1, 20, 0.8, 'E_pSCIP_coloniesinwater_384PP', 'C4']",E_pSCIP_coloniesinwater_384PP,C4,0,PCR_0000043,D4,800
"['Pr_000886', 'REV', 'Primer', Decimal('100.00'), Decimal('30.00'), 4, 848, 0.02, 'pSCIP_guideBaits', 'F7']",pSCIP_guideBaits,F7,0,PCR_0000043,D4,20
"['Pr_000808', 'REV', 'Primer', Decimal('100.00'), Decimal('30.00'), 4, 848, 0.02, 'pSCIP_guideBaits', 'C1']",pSCIP_guideBaits,C1,0,PCR_0000043,D4,20
"['Pr_000975', 'FWD', 'Primer', Decimal('100.00'), Decimal('55.00'), 160, 1022, 0.04, 'pSCIP_guideBaits', 'P21']",pSCIP_guideBaits,P21,0,PCR_0000043,D4,40
"['Pd_000264', '', 'Plasmid', Decimal('1.00'), Decimal('30.00'), 1, 20, 0.8, 'E_pSCIP_coloniesinwater_384PP', 'C5']",E_pSCIP_coloniesinwater_384PP,C5,0,PCR_0000043,E4,800
"['Pr_000913', 'REV', 'Primer', Decimal('100.00'), Decimal('30.00'), 5, 847, 0.02, 'pSCIP_guideBaits', 'G10']",pSCIP_guideBaits,G10,0,PCR_0000043,E4,20
"['Pr_000835', 'REV', 'Primer', Decimal('100.00'), Decimal('30.00'), 5, 847, 0.02, 'pSCIP_guideBaits', 'D4']",pSCIP_guideBaits,D4,0,PCR_0000043,E4,20
"['Pr_000975', 'FWD', 'Primer', Decimal('100.00'), Decimal('55.00'), 160, 1021, 0.04, 'pSCIP_guideBaits', 'P21']",pSCIP_guideBaits,P21,0,PCR_0000043,E4,40
"['Pd_000384', '', 'Plasmid', Decimal('1.00'), Decimal('30.00'), 1, 20, 0.8, 'E_pSCIP_coloniesinwater_384PP', 'C6']",E_pSCIP_coloniesinwater_384PP,C6,0,PCR_0000043,F4,800
"['Pr_000886', 'REV', 'Primer', Decimal('100.00'), Decimal('30.00'), 4, 847, 0.02, 'pSCIP_guideBaits', 'F7']",pSCIP_guideBaits,F7,0,PCR_0000043,F4,20
"['Pr_000808', 'REV', 'Primer', Decimal('100.00'), Decimal('30.00'), 4, 847, 0.02, 'pSCIP_guideBaits', 'C1']",pSCIP_guideBaits,C1,0,PCR_0000043,F4,20
"['Pr_000975', 'FWD', 'Primer', Decimal('100.00'), Decimal('55.00'), 160, 1020, 0.04, 'pSCIP_guideBaits', 'P21']",pSCIP_guideBaits,P21,0,PCR_0000043,F4,40
"['Pd_000265', '', 'Plasmid', Decimal('1.00'), Decimal('30.00'), 1, 20, 0.8, 'E_pSCIP_coloniesinwater_384PP', 'C7']",E_pSCIP_coloniesinwater_384PP,C7,0,PCR_0000043,G4,800
"['Pr_000913', 'REV', 'Primer', Decimal('100.00'), Decimal('30.00'), 5, 846, 0.02, 'pSCIP_guideBaits', 'G10']",pSCIP_guideBaits,G10,0,PCR_0000043,G4,20
"['Pr_000835', 'REV', 'Primer', Decimal('100.00'), Decimal('30.00'), 5, 846, 0.02, 'pSCIP_guideBaits', 'D4']",pSCIP_guideBaits,D4,0,PCR_0000043,G4,20
"['Pr_000975', 'FWD', 'Primer', Decimal('100.00'), Decimal('55.00'), 160, 1019, 0.04, 'pSCIP_guideBaits', 'P21']",pSCIP_guideBaits,P21,0,PCR_0000043,G4,40
"['Pd_000385', '', 'Plasmid', Decimal('1.00'), Decimal('30.00'), 1, 20, 0.8, 'E_pSCIP_coloniesinwater_384PP', 'C8']",E_pSCIP_coloniesinwater_384PP,C8,0,PCR_0000043,H4,800
"['Pr_000886', 'REV', 'Primer', Decimal('100.00'), Decimal('30.00'), 4, 846, 0.02, 'pSCIP_guideBaits', 'F7']",pSCIP_guideBaits,F7,0,PCR_0000043,H4,20
"['Pr_000808', 'REV', 'Primer', Decimal('100.00'), Decimal('30.00'), 4, 846, 0.02, 'pSCIP_guideBaits', 'C1']",pSCIP_guideBaits,C1,0,PCR_0000043,H4,20
"['Pr_000975', 'FWD', 'Primer', Decimal('100.00'), Decimal('55.00'), 160, 1018, 0.04, 'pSCIP_guideBaits', 'P21']",pSCIP_guideBaits,P21,0,PCR_0000043,H4,40
"['Pd_000267', '', 'Plasmid', Decimal('1.00'), Decimal('30.00'), 1, 20, 0.8, 'E_pSCIP_coloniesinwater_384PP', 'C9']",E_pSCIP_coloniesinwater_384PP,C9,0,PCR_0000043,A5,800
"['Pr_000914', 'REV', 'Primer', Decimal('100.00'), Decimal('30.00'), 4, 849, 0.02, 'pSCIP_guideBaits', 'G11']",pSCIP_guideBaits,G11,0,PCR_0000043,A5,20
"['Pr_000836', 'REV', 'Primer', Decimal('100.00'), Decimal('30.00'), 4, 849, 0.02, 'pSCIP_guideBaits', 'D5']",pSCIP_guideBaits,D5,0,PCR_0000043,A5,20
"['Pr_000975', 'FWD', 'Primer', Decimal('100.00'), Decimal('55.00'), 160, 1017, 0.04, 'pSCIP_guideBaits', 'P21']",pSCIP_guideBaits,P21,0,PCR_0000043,A5,40
